#Parameters = {D_center=12; L1=25; L2=2.5; L3=2; L4=18; L_diff=2.83; L_sub=48.06; W_50=1.36; W_sub=48.06; Z_mid=24.03; cm=0.3; ct=12; g_slot=0.8; h1=2; h2=1; h3=2; h4=2; h_sub=9.75; hole_puncher=0.87365; hole_puncher1=1.7; needle_radius=0.635; nutrient_solution=0.01; pipe_OD=50; pipe_Ri=8; pipe_Ro=10; r_SRR=21.2; r_SRR_in=18.8; sigma_fluid=0.5; spacing=0.4; t_PDMS_microstrip=0.35; t_SRR=2; t_gnd=2; t_metal=0.5; t_microstrip=2; t_wall=2; w_channel=2; w_diff=2.83}
#"Frequency / GHz"	"S1,1 (59) [Magnitude / dB]"
#----------------------------------------------
2.5960000000000	-1.6811472102670
2.6000000000000	-1.6455534112967
2.6040000000000	-1.6115654892428
2.6080000000000	-1.5790782411857
2.6120000000000	-1.5479951475299
2.6160000000000	-1.5182275349380
2.6200000000000	-1.4896938302209
2.6240000000000	-1.4623188942972
2.6280000000000	-1.4360334267421
2.6320000000000	-1.4107734326676
2.6360000000000	-1.3864797447259
2.6400000000000	-1.3630975939313
2.6440000000000	-1.3405762237825
2.6480000000000	-1.3188685428470
2.6520000000000	-1.2979308115563
2.6560000000000	-1.2777223594744
2.6600000000000	-1.2582053297482
2.6640000000000	-1.2393444478352
2.6680000000000	-1.2211068119444
2.6720000000000	-1.2034617029214
2.6760000000000	-1.1863804115694
2.6800000000000	-1.1698360816238
2.6840000000000	-1.1538035667979
2.6880000000000	-1.1382593004940
2.6920000000000	-1.1231811769256
2.6960000000000	-1.1085484425354
2.7000000000000	-1.0943415967127
2.7040000000000	-1.0805423009177
2.7080000000000	-1.0671332954190
2.7120000000000	-1.0540983229274
2.7160000000000	-1.0414220584884
2.7200000000000	-1.0290900450576
2.7240000000000	-1.0170886342426
2.7280000000000	-1.0054049317476
2.7320000000000	-0.99402674710099
2.7360000000000	-0.98294254728900
2.7400000000000	-0.97214141395512
2.7440000000000	-0.96161300385688
2.7480000000000	-0.95134751230184
2.7520000000000	-0.94133563931075
2.7560000000000	-0.93156855827934
2.7600000000000	-0.92203788693166
2.7640000000000	-0.91273566037665
2.7680000000000	-0.90365430609710
2.7720000000000	-0.89478662071544
2.7760000000000	-0.88612574839472
2.7800000000000	-0.87766516074579
2.7840000000000	-0.86939863812307
2.7880000000000	-0.86132025220138
2.7920000000000	-0.85342434973587
2.7960000000000	-0.84570553741526
2.8000000000000	-0.83815866772645
2.8040000000000	-0.83077882575521
2.8080000000000	-0.82356131685427
2.8120000000000	-0.81650165511563
2.8160000000000	-0.80959555258916
2.8200000000000	-0.80283890919432
2.8240000000000	-0.79622780327616
2.8280000000000	-0.78975848276080
2.8320000000000	-0.78342735686873
2.8360000000000	-0.77723098834842
2.8400000000000	-0.77116608619471
2.8440000000000	-0.76522949882017
2.8480000000000	-0.75941820764929
2.8520000000000	-0.75372932110849
2.8560000000000	-0.74816006898632
2.8600000000000	-0.74270779714068
2.8640000000000	-0.73736996253158
2.8680000000000	-0.73214412855941
2.8720000000000	-0.72702796069051
2.8760000000000	-0.72201922235298
2.8800000000000	-0.71711577108723
2.8840000000000	-0.71231555493679
2.8880000000000	-0.70761660906594
2.8920000000000	-0.70301705259213
2.8960000000000	-0.69851508562171
2.9000000000000	-0.69410898647857
2.9040000000000	-0.68979710911628
2.9080000000000	-0.68557788070462
2.9120000000000	-0.68144979938286
2.9160000000000	-0.67741143217200
2.9200000000000	-0.67346141303963
2.9240000000000	-0.66959844111098
2.9280000000000	-0.66582127902082
2.9320000000000	-0.66212875140126
2.9360000000000	-0.65851974350070
2.9400000000000	-0.65499319993039
2.9440000000000	-0.65154812353476
2.9480000000000	-0.64818357438269
2.9520000000000	-0.64489866887709
2.9560000000000	-0.64169257898063
2.9600000000000	-0.63856453155602
2.9640000000000	-0.63551380781932
2.9680000000000	-0.63253974290570
2.9720000000000	-0.62964172554685
2.9760000000000	-0.62681919786028
2.9800000000000	-0.62407165525056
2.9840000000000	-0.62139864642357
2.9880000000000	-0.61879977351458
2.9920000000000	-0.61627469233212
2.9960000000000	-0.61382311271930
3.0000000000000	-0.61144479903545
3.0040000000000	-0.60913957076069
3.0080000000000	-0.60690730322702
3.0120000000000	-0.60474792847988
3.0160000000000	-0.60266143627447
3.0200000000000	-0.60064787521200
3.0240000000000	-0.59870735402129
3.0280000000000	-0.59684004299196
3.0320000000000	-0.59504617556602
3.0360000000000	-0.59332605009530
3.0400000000000	-0.59168003177303
3.0440000000000	-0.59010855474830
3.0480000000000	-0.58861212443357
3.0520000000000	-0.58719132001547
3.0560000000000	-0.58584679718069
3.0600000000000	-0.58457929106958
3.0640000000000	-0.58338961947076
3.0680000000000	-0.58227868627189
3.0720000000000	-0.58124748518216
3.0760000000000	-0.58029710374411
3.0800000000000	-0.57942872765288
3.0840000000000	-0.57864364540360
3.0880000000000	-0.57794325328802
3.0920000000000	-0.57732906076397
3.0960000000000	-0.57680269622276
3.1000000000000	-0.57636591318144
3.1040000000000	-0.57602059692909
3.1080000000000	-0.57576877165825
3.1120000000000	-0.57561260811494
3.1160000000000	-0.57555443180331
3.1200000000000	-0.57559673178323
3.1240000000000	-0.57574217010180
3.1280000000000	-0.57599359190308
3.1320000000000	-0.57635403626206
3.1360000000000	-0.57682674779350
3.1400000000000	-0.57741518908754
3.1440000000000	-0.57812305402870
3.1480000000000	-0.57895428205656
3.1520000000000	-0.57991307343063
3.1560000000000	-0.58100390556378
3.1600000000000	-0.58223155049194
3.1640000000000	-0.58360109354993
3.1680000000000	-0.58511795332479
3.1720000000000	-0.58678790295937
3.1760000000000	-0.58861709287957
3.1800000000000	-0.59061207501664
3.1840000000000	-0.59277982859456
3.1880000000000	-0.59512778754709
3.1920000000000	-0.59766386962303
3.1960000000000	-0.60039650722713
3.2000000000000	-0.60333468003033
3.2040000000000	-0.60648794936414
3.2080000000000	-0.60986649438813
3.2120000000000	-0.61348114998725
3.2160000000000	-0.61734344631259
3.2200000000000	-0.62146564982648
3.2240000000000	-0.62586080564470
3.2280000000000	-0.63054278088359
3.2320000000000	-0.63552630861375
3.2360000000000	-0.64082703189484
3.2400000000000	-0.64646154719966
3.2440000000000	-0.65244744634448
3.2480000000000	-0.65880335579905
3.2520000000000	-0.66554897195876
3.2560000000000	-0.67270509061023
3.2600000000000	-0.68029362839483
3.2640000000000	-0.68833763356910
3.2680000000000	-0.69686128275533
3.2720000000000	-0.70588985966010
